bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
70987,KSRTC,05-09-20,Chikkamagaluru,Gulbarga,3,3,55,8,44,11,4314
73116,KSRTC,05-09-20,Karwar,Ramanagara,2,5,60,8,48,12,3352
74906,KSRTC,05-09-20,Gadag,Ramanagara,3,1,56,7,44,11,3083
75506,KSRTC,05-09-20,Bagalkot,Davangere,4,3,55,2,44,11,4396
76940,KSRTC,05-09-20,Yadgir,Chamarajanagar,5,8,59,5,47,11,3457
568,KSRTC,06-09-20,Ramanagara,Ramanagara,3,1,57,8,45,11,3749
4008,KSRTC,06-09-20,Ramanagara,Shivamogga,4,6,59,3,47,11,4456
4812,KSRTC,06-09-20,Koppal,Belagavi,5,7,59,5,47,11,3909
5890,KSRTC,06-09-20,Tumakuru,Haveri,4,6,56,2,44,11,3275
6378,KSRTC,06-09-20,Bidar,Chamarajanagar,4,2,56,4,44,11,4131
6877,KSRTC,06-09-20,Ballari,Ramanagara,3,7,55,6,44,11,3656
7665,KSRTC,06-09-20,Chikballapur,Shivamogga,4,10,56,8,44,11,3397
9053,KSRTC,06-09-20,Shivamogga,Shivamogga,4,10,59,5,47,11,3156
9170,KSRTC,06-09-20,Hassan,DakshinaKannada,2,4,59,2,47,11,4220
10842,KSRTC,06-09-20,Davangere,Chitradurga,2,10,60,2,48,12,4320
12700,KSRTC,06-09-20,Koppal,Raichur,3,9,60,2,48,12,3368
13564,KSRTC,06-09-20,Ramanagara,Bidar,1,7,58,1,46,11,4327
14836,KSRTC,06-09-20,Yadgir,Kolar,5,3,55,1,44,11,3150
15304,KSRTC,06-09-20,Hassan,Dharwad,5,8,60,8,48,12,3263
15663,KSRTC,06-09-20,Shivamogga,Shivamogga,1,1,56,6,44,11,3483
16340,KSRTC,06-09-20,Chamarajanagar,Bengaluru,5,2,57,4,45,11,3297
17580,KSRTC,06-09-20,Bengaluru,Udupi,3,7,57,2,45,11,3251
17624,KSRTC,06-09-20,Mandya,Raichur,3,1,57,5,45,11,3982
18711,KSRTC,06-09-20,Bengaluru,Bengaluru,5,10,59,2,47,11,3308
21481,KSRTC,06-09-20,Hassan,Bidar,2,6,55,6,44,11,3850
22525,KSRTC,06-09-20,Bagalkot,Gadag,3,8,60,7,48,12,3811
24506,KSRTC,06-09-20,Chitradurga,Ballari,5,6,59,6,47,11,3403
24856,KSRTC,06-09-20,Mandya,Chitradurga,4,6,59,1,47,11,4130
26344,KSRTC,06-09-20,Udupi,DakshinaKannada,1,6,58,5,46,11,4052
28270,KSRTC,06-09-20,Chamarajanagar,Shivamogga,4,4,59,1,47,11,3141
32748,KSRTC,06-09-20,Bidar,Bijapur,4,10,58,3,46,11,3352
33656,KSRTC,06-09-20,Chikballapur,Udupi,3,1,58,4,46,11,3232
33823,KSRTC,06-09-20,Raichur,Ramanagara,1,1,59,6,47,11,3241
35473,KSRTC,06-09-20,Chitradurga,Dharwad,4,4,57,5,45,11,4285
35679,KSRTC,06-09-20,Shivamogga,Yadgir,4,8,55,7,44,11,3353
45714,KSRTC,06-09-20,Gadag,Gadag,5,8,55,3,44,11,4160
47495,KSRTC,06-09-20,Chikkamagaluru,Tumakuru,5,3,57,3,45,11,3570
48138,KSRTC,06-09-20,Tumakuru,Bengaluru,4,2,58,7,46,11,3129
49376,KSRTC,06-09-20,Tumakuru,Bengaluru,1,2,58,8,46,11,3569
55292,KSRTC,06-09-20,Shivamogga,Raichur,5,4,58,6,46,11,3735
57929,KSRTC,06-09-20,Mandya,Kodagu,1,5,58,1,46,11,4238
63662,KSRTC,06-09-20,Davangere,Koppal,4,7,58,7,46,11,3170
63832,KSRTC,06-09-20,Chamarajanagar,Gadag,2,5,59,7,47,11,3907
64555,KSRTC,06-09-20,Bidar,Bijapur,2,8,57,8,45,11,4006
66594,KSRTC,06-09-20,Mandya,Shivamogga,1,9,58,5,46,11,3724
68085,KSRTC,06-09-20,Karwar,Mandya,5,5,56,1,44,11,3174
75275,KSRTC,06-09-20,Mandya,Ramanagara,1,7,57,6,45,11,4218
75342,KSRTC,06-09-20,Bidar,Bidar,4,2,55,6,44,11,4067
76440,KSRTC,06-09-20,Chitradurga,Kolar,4,6,58,1,46,11,3924
81129,KSRTC,06-09-20,Tumakuru,Dharwad,2,2,60,2,48,12,4069
82537,KSRTC,06-09-20,Bidar,Ballari,3,6,57,2,45,11,3264
82956,KSRTC,06-09-20,Chikkamagaluru,Davangere,5,10,60,8,48,12,3182
83698,KSRTC,06-09-20,Udupi,Chikballapur,4,10,57,8,45,11,3794
84308,KSRTC,06-09-20,Haveri,Chikballapur,1,4,55,5,44,11,4352
5037,KSRTC,07-09-20,Shivamogga,Kolar,1,6,56,7,44,11,3845
6243,KSRTC,07-09-20,Gulbarga,Chamarajanagar,1,4,58,8,46,11,3450
7349,KSRTC,07-09-20,Ballari,Gulbarga,2,1,59,1,47,11,3412
8268,KSRTC,07-09-20,Ramanagara,Mandya,4,4,55,3,44,11,3999
8545,KSRTC,07-09-20,Raichur,Tumakuru,1,9,55,8,44,11,3784
8818,KSRTC,07-09-20,Raichur,Koppal,3,5,58,4,46,11,3744
11847,KSRTC,07-09-20,Shivamogga,Bengaluru,4,10,56,5,44,11,3868
11930,KSRTC,07-09-20,Ballari,Koppal,1,3,57,5,45,11,3656
14600,KSRTC,07-09-20,Ramanagara,Dharwad,3,5,57,8,45,11,3691
14712,KSRTC,07-09-20,Kolar,Chitradurga,2,5,55,2,44,11,3615
15840,KSRTC,07-09-20,Mysuru,Dharwad,4,10,57,5,45,11,3774
17702,KSRTC,07-09-20,DakshinaKannada,Chikballapur,5,9,56,5,44,11,3218
19075,KSRTC,07-09-20,Tumakuru,Shivamogga,5,1,60,5,48,12,3304
22073,KSRTC,07-09-20,Belagavi,Chamarajanagar,2,4,58,5,46,11,3326
26651,KSRTC,07-09-20,Mysuru,Chikballapur,5,3,56,3,44,11,4262
28974,KSRTC,07-09-20,Chikkamagaluru,Koppal,4,9,56,5,44,11,3764
30840,KSRTC,07-09-20,Ballari,Bidar,1,8,58,4,46,11,3885
32564,KSRTC,07-09-20,Gadag,Koppal,5,7,59,7,47,11,3086
34173,KSRTC,07-09-20,DakshinaKannada,Bengaluru,4,2,56,5,44,11,3465
42909,KSRTC,07-09-20,Chikkamagaluru,Mandya,2,1,55,4,44,11,3692
43992,KSRTC,07-09-20,Chitradurga,Bengaluru,4,3,55,7,44,11,3705
44381,KSRTC,07-09-20,Udupi,Chikkamagaluru,2,5,55,2,44,11,4024
46268,KSRTC,07-09-20,Bengaluru,DakshinaKannada,5,9,57,8,45,11,3888
47361,KSRTC,07-09-20,Chikkamagaluru,Bengaluru,3,4,59,4,47,11,3357
47962,KSRTC,07-09-20,Gadag,Ramanagara,2,2,58,7,46,11,4436
49200,KSRTC,07-09-20,Bengaluru,Karwar,3,8,57,2,45,11,3592
49329,KSRTC,07-09-20,Koppal,Karwar,5,3,58,6,46,11,3488
52246,KSRTC,07-09-20,Chikkamagaluru,Haveri,3,5,60,4,48,12,3968
53990,KSRTC,07-09-20,Ballari,Chikkamagaluru,3,9,56,4,44,11,4011
55665,KSRTC,07-09-20,Bagalkot,Gulbarga,5,9,58,3,46,11,4092
55992,KSRTC,07-09-20,Bidar,Haveri,4,10,58,4,46,11,3607
59976,KSRTC,07-09-20,Gulbarga,Chikballapur,2,2,56,8,44,11,4154
62122,KSRTC,07-09-20,Mandya,Haveri,1,10,56,4,44,11,3409
62341,KSRTC,07-09-20,Bagalkot,Chikkamagaluru,4,9,57,5,45,11,3568
64216,KSRTC,07-09-20,Gadag,Mysuru,3,9,55,2,44,11,3332
64778,KSRTC,07-09-20,Bengaluru,Davangere,5,8,60,1,48,12,3054
67568,KSRTC,07-09-20,Raichur,Kolar,5,4,57,3,45,11,3826
69404,KSRTC,07-09-20,Tumakuru,Bidar,2,8,57,7,45,11,3779
71043,KSRTC,07-09-20,Bidar,Udupi,5,1,60,2,48,12,3688
72977,KSRTC,07-09-20,Ballari,Haveri,5,3,59,4,47,11,3537
72994,KSRTC,07-09-20,Ramanagara,Bengaluru,4,1,55,4,44,11,3947
74139,KSRTC,07-09-20,Chikkamagaluru,Chamarajanagar,5,9,58,7,46,11,3189
75052,KSRTC,07-09-20,Bagalkot,Gadag,4,1,57,7,45,11,3511
76556,KSRTC,07-09-20,Davangere,Bengaluru,5,2,58,1,46,11,3918
79624,KSRTC,07-09-20,Ramanagara,Chikballapur,5,1,56,6,44,11,3947
80562,KSRTC,07-09-20,Bagalkot,DakshinaKannada,3,5,58,8,46,11,4318
81958,KSRTC,07-09-20,Ramanagara,Hassan,3,6,56,1,44,11,3779
83277,KSRTC,07-09-20,Bijapur,Dharwad,2,7,55,3,44,11,4314
83633,KSRTC,07-09-20,Gadag,Kodagu,3,4,56,8,44,11,3788
85223,KSRTC,07-09-20,Gulbarga,Chikkamagaluru,1,7,55,1,44,11,3131
954,KSRTC,08-09-20,DakshinaKannada,Bijapur,5,9,58,8,46,11,3544
1021,KSRTC,08-09-20,Raichur,Chitradurga,2,1,58,1,46,11,3149
1949,KSRTC,08-09-20,Ballari,Haveri,3,2,56,4,44,11,3285
2552,KSRTC,08-09-20,Yadgir,Chitradurga,5,1,56,3,44,11,3501
2825,KSRTC,08-09-20,Gadag,Dharwad,4,3,59,2,47,11,4003
7012,KSRTC,08-09-20,Gulbarga,Bijapur,2,8,60,5,48,12,4421
7840,KSRTC,08-09-20,Koppal,Bidar,2,10,57,2,45,11,4281
11476,KSRTC,08-09-20,Bengaluru,Bagalkot,5,10,57,8,45,11,3912
11953,KSRTC,08-09-20,Yadgir,Chitradurga,3,3,55,8,44,11,4428
12421,KSRTC,08-09-20,Shivamogga,Karwar,1,8,59,2,47,11,4395
12895,KSRTC,08-09-20,Gulbarga,Kolar,3,6,57,2,45,11,3609
14807,KSRTC,08-09-20,Chikballapur,Hassan,4,6,59,7,47,11,4367
15324,KSRTC,08-09-20,Chikkamagaluru,DakshinaKannada,5,4,58,3,46,11,4008
15464,KSRTC,08-09-20,Bengaluru,Belagavi,5,2,56,1,44,11,3768
15967,KSRTC,08-09-20,Haveri,Gulbarga,5,9,58,7,46,11,4444
16878,KSRTC,08-09-20,Kolar,Hassan,5,6,57,1,45,11,3196
19982,KSRTC,08-09-20,Chitradurga,Davangere,5,8,56,4,44,11,3790
20973,KSRTC,08-09-20,Shivamogga,Kodagu,4,10,59,5,47,11,3043
25237,KSRTC,08-09-20,Mandya,Haveri,3,3,59,6,47,11,4104
26951,KSRTC,08-09-20,Hassan,Davangere,1,4,59,4,47,11,4020
33286,KSRTC,08-09-20,Shivamogga,Bagalkot,5,9,58,2,46,11,3049
35034,KSRTC,08-09-20,Bagalkot,Chikkamagaluru,5,2,56,4,44,11,3181
35596,KSRTC,08-09-20,Kodagu,Bengaluru,3,2,56,2,44,11,4468
37156,KSRTC,08-09-20,Gadag,Tumakuru,3,8,58,2,46,11,3737
38283,KSRTC,08-09-20,Tumakuru,Mysuru,5,6,60,4,48,12,3536
40209,KSRTC,08-09-20,Bengaluru,Mysuru,4,7,56,1,44,11,3967
41592,KSRTC,08-09-20,Udupi,Chamarajanagar,2,7,60,2,48,12,3996
42514,KSRTC,08-09-20,Bengaluru,Gulbarga,3,2,58,3,46,11,3395
46813,KSRTC,08-09-20,Kolar,Bijapur,2,9,59,5,47,11,3050
48225,KSRTC,08-09-20,Haveri,Hassan,5,7,59,7,47,11,3639
49738,KSRTC,08-09-20,Gadag,Ballari,3,5,59,7,47,11,3273
52911,KSRTC,08-09-20,Kolar,Hassan,1,7,57,3,45,11,4237
53727,KSRTC,08-09-20,Raichur,Mandya,4,9,60,3,48,12,3990
62345,KSRTC,08-09-20,Ramanagara,Koppal,1,6,57,3,45,11,4411
63354,KSRTC,08-09-20,Chikballapur,Mysuru,1,8,60,3,48,12,4110
64214,KSRTC,08-09-20,Davangere,Davangere,4,3,55,7,44,11,3964
64591,KSRTC,08-09-20,Udupi,Kolar,5,3,56,4,44,11,4196
70320,KSRTC,08-09-20,Shivamogga,Dharwad,1,2,58,4,46,11,3711
70448,KSRTC,08-09-20,Chamarajanagar,Chikballapur,3,2,58,3,46,11,3561
73904,KSRTC,08-09-20,Raichur,Chamarajanagar,4,8,58,8,46,11,4020
76315,KSRTC,08-09-20,Koppal,Gulbarga,2,8,56,1,44,11,3974
78578,KSRTC,08-09-20,Bijapur,Chamarajanagar,2,1,60,8,48,12,3885
80125,KSRTC,08-09-20,Bagalkot,Gadag,5,9,60,6,48,12,3740
81349,KSRTC,08-09-20,Gulbarga,Udupi,1,6,57,4,45,11,3265
81491,KSRTC,08-09-20,Ballari,Haveri,4,1,59,2,47,11,3078
83143,KSRTC,08-09-20,Yadgir,Tumakuru,4,8,57,5,45,11,3196
83957,KSRTC,08-09-20,Dharwad,Gulbarga,5,6,58,5,46,11,3680
85516,KSRTC,08-09-20,Chikkamagaluru,Mandya,4,3,60,7,48,12,4247
398,KSRTC,09-09-20,Haveri,Mandya,4,4,57,7,45,11,3513
3371,KSRTC,09-09-20,Haveri,Chikkamagaluru,2,5,59,5,47,11,3797
3464,KSRTC,09-09-20,Gadag,Bengaluru,3,1,56,2,44,11,4129
3973,KSRTC,09-09-20,Chikballapur,Raichur,3,4,59,2,47,11,3071
6888,KSRTC,09-09-20,Bengaluru,Dharwad,4,9,58,7,46,11,4490
9429,KSRTC,09-09-20,Bidar,Karwar,2,8,55,5,44,11,3700
12196,KSRTC,09-09-20,Chikballapur,Kodagu,4,1,56,8,44,11,3455
16938,KSRTC,09-09-20,Chikballapur,Kolar,5,2,57,3,45,11,4370
18075,KSRTC,09-09-20,Raichur,Bagalkot,5,1,55,1,44,11,4335
21263,KSRTC,09-09-20,Raichur,Koppal,2,1,55,8,44,11,4174
21436,KSRTC,09-09-20,Mysuru,Bagalkot,2,4,55,1,44,11,3847
23892,KSRTC,09-09-20,Belagavi,Chamarajanagar,1,5,59,1,47,11,4401
26599,KSRTC,09-09-20,Davangere,Yadgir,4,4,57,8,45,11,3601
29573,KSRTC,09-09-20,Chitradurga,Bijapur,2,8,55,6,44,11,3335
29756,KSRTC,09-09-20,Dharwad,Karwar,3,5,55,5,44,11,3749
30632,KSRTC,09-09-20,Yadgir,Mandya,1,5,57,8,45,11,3677
32020,KSRTC,09-09-20,Davangere,Kodagu,5,3,55,3,44,11,3562
33806,KSRTC,09-09-20,Karwar,Raichur,1,4,58,4,46,11,3426
35626,KSRTC,09-09-20,Ramanagara,Raichur,3,1,55,3,44,11,3531
38443,KSRTC,09-09-20,Raichur,Raichur,4,5,59,7,47,11,4430
38862,KSRTC,09-09-20,Bengaluru,Chitradurga,3,1,56,3,44,11,3530
39114,KSRTC,09-09-20,Mandya,Tumakuru,2,3,59,6,47,11,3171
39424,KSRTC,09-09-20,Bagalkot,Mandya,2,9,57,2,45,11,3395
42743,KSRTC,09-09-20,Yadgir,Haveri,2,2,56,7,44,11,3880
43071,KSRTC,09-09-20,Chamarajanagar,DakshinaKannada,2,8,55,1,44,11,4017
48356,KSRTC,09-09-20,Hassan,Haveri,3,3,57,2,45,11,4443
51924,KSRTC,09-09-20,Kodagu,Hassan,5,1,60,1,48,12,4491
52512,KSRTC,09-09-20,Bengaluru,Udupi,4,8,60,5,48,12,3757
53110,KSRTC,09-09-20,Shivamogga,Chikkamagaluru,5,2,58,3,46,11,3317
54421,KSRTC,09-09-20,Mandya,Hassan,3,5,57,3,45,11,4306
55251,KSRTC,09-09-20,Bagalkot,Mysuru,1,3,56,8,44,11,4243
57941,KSRTC,09-09-20,Bengaluru,Gulbarga,1,5,55,5,44,11,3593
59085,KSRTC,09-09-20,Chitradurga,Tumakuru,4,7,58,7,46,11,3734
60854,KSRTC,09-09-20,Udupi,Yadgir,3,3,60,2,48,12,3728
62561,KSRTC,09-09-20,Ballari,Belagavi,5,2,57,4,45,11,3890
63760,KSRTC,09-09-20,Kolar,Belagavi,5,7,59,2,47,11,3864
63875,KSRTC,09-09-20,Udupi,Gadag,3,7,58,4,46,11,3442
65595,KSRTC,09-09-20,Tumakuru,Raichur,3,9,57,8,45,11,3162
67752,KSRTC,09-09-20,Bengaluru,Davangere,3,4,57,2,45,11,3190
70489,KSRTC,09-09-20,Chikballapur,Raichur,2,6,57,1,45,11,4080
73367,KSRTC,09-09-20,Hassan,Chikkamagaluru,4,9,55,5,44,11,4283
83535,KSRTC,09-09-20,Bengaluru,Gadag,5,8,55,6,44,11,4498
1007,KSRTC,10-09-20,Mysuru,Ballari,3,6,59,5,47,11,3313
6030,KSRTC,10-09-20,Yadgir,Belagavi,4,2,57,6,45,11,3518
8438,KSRTC,10-09-20,Belagavi,Koppal,1,4,58,8,46,11,3731
8669,KSRTC,10-09-20,Kodagu,Shivamogga,5,2,58,7,46,11,4385
12560,KSRTC,10-09-20,Bidar,Bijapur,4,8,57,4,45,11,3739
12827,KSRTC,10-09-20,Davangere,Mysuru,3,3,57,6,45,11,4138
18929,KSRTC,10-09-20,Shivamogga,Ballari,2,10,55,2,44,11,4286
19811,KSRTC,10-09-20,Chamarajanagar,Koppal,2,5,60,6,48,12,4287
19987,KSRTC,10-09-20,Bagalkot,Tumakuru,4,5,59,1,47,11,3689
24060,KSRTC,10-09-20,Karwar,Haveri,1,8,55,3,44,11,3033
26904,KSRTC,10-09-20,Bagalkot,Gadag,2,3,57,5,45,11,4123
29416,KSRTC,10-09-20,Haveri,Mysuru,3,10,58,8,46,11,3359
31335,KSRTC,10-09-20,Udupi,Ballari,1,1,60,4,48,12,3525
32848,KSRTC,10-09-20,Bengaluru,Bengaluru,1,2,60,7,48,12,3675
35812,KSRTC,10-09-20,Davangere,Raichur,2,8,56,3,44,11,3963
37600,KSRTC,10-09-20,Kolar,Bengaluru,1,1,56,5,44,11,3888
38722,KSRTC,10-09-20,Mysuru,Belagavi,4,1,58,6,46,11,3852
39700,KSRTC,10-09-20,Karwar,Gulbarga,3,3,58,3,46,11,4196
40143,KSRTC,10-09-20,Bengaluru,Bengaluru,2,7,60,6,48,12,3282
40301,KSRTC,10-09-20,Bengaluru,Gulbarga,4,9,55,6,44,11,3160
40520,KSRTC,10-09-20,Dharwad,Ramanagara,1,8,55,6,44,11,4001
42233,KSRTC,10-09-20,Koppal,Shivamogga,1,5,58,5,46,11,4256
42776,KSRTC,10-09-20,Shivamogga,Mysuru,5,8,55,5,44,11,3912
43885,KSRTC,10-09-20,Kolar,Mandya,2,3,60,7,48,12,3119
46020,KSRTC,10-09-20,DakshinaKannada,Kolar,1,3,55,2,44,11,3232
47050,KSRTC,10-09-20,Hassan,Kodagu,4,1,55,2,44,11,4115
47227,KSRTC,10-09-20,Tumakuru,Koppal,2,5,60,6,48,12,3829
47405,KSRTC,10-09-20,Bagalkot,Chikkamagaluru,2,2,59,7,47,11,4473
48244,KSRTC,10-09-20,Chikballapur,Ballari,3,6,56,7,44,11,4401
48799,KSRTC,10-09-20,Karwar,Chamarajanagar,2,2,55,7,44,11,4472
51765,KSRTC,10-09-20,Bagalkot,Chikballapur,5,10,60,4,48,12,3808
52027,KSRTC,10-09-20,Ramanagara,Yadgir,2,2,57,7,45,11,3675
54354,KSRTC,10-09-20,Davangere,Gadag,5,9,55,3,44,11,3806
54422,KSRTC,10-09-20,Hassan,Karwar,2,8,59,2,47,11,3602
59553,KSRTC,10-09-20,Gadag,Bagalkot,1,5,58,5,46,11,3661
61639,KSRTC,10-09-20,Bidar,Hassan,1,6,55,6,44,11,3493
62850,KSRTC,10-09-20,Haveri,Bagalkot,3,7,56,7,44,11,4139
63965,KSRTC,10-09-20,Karwar,Chitradurga,4,2,60,7,48,12,4445
64268,KSRTC,10-09-20,Belagavi,Ballari,1,7,56,4,44,11,3433
64448,KSRTC,10-09-20,Mandya,Bijapur,4,8,55,5,44,11,3841
68007,KSRTC,10-09-20,Chikkamagaluru,Karwar,4,4,59,4,47,11,3920
68612,KSRTC,10-09-20,Chitradurga,Haveri,2,1,58,8,46,11,3242
69347,KSRTC,10-09-20,Chikballapur,Kolar,4,2,58,5,46,11,3235
70648,KSRTC,10-09-20,Chikballapur,Belagavi,4,7,57,3,45,11,3115
72249,KSRTC,10-09-20,Belagavi,Kodagu,5,2,56,5,44,11,3011
74287,KSRTC,10-09-20,DakshinaKannada,Hassan,1,9,60,5,48,12,3860
77865,KSRTC,10-09-20,Karwar,Udupi,3,2,60,3,48,12,4180
81895,KSRTC,10-09-20,Belagavi,Bengaluru,2,10,57,1,45,11,4224
82533,KSRTC,10-09-20,Gadag,Koppal,5,10,58,1,46,11,4260
84752,KSRTC,10-09-20,Bagalkot,Chikballapur,4,5,60,8,48,12,3924
258,KSRTC,11-09-20,Chitradurga,Shivamogga,1,5,59,8,47,11,3189
1104,KSRTC,11-09-20,Udupi,Belagavi,5,9,55,6,44,11,3017
8320,KSRTC,11-09-20,Karwar,Bagalkot,5,8,55,7,44,11,3426
9708,KSRTC,11-09-20,Mandya,Ballari,5,5,59,1,47,11,4161
12651,KSRTC,11-09-20,Hassan,Chamarajanagar,2,5,58,4,46,11,3483
13241,KSRTC,11-09-20,Mandya,Bidar,4,1,57,7,45,11,4140
14681,KSRTC,11-09-20,Chikkamagaluru,Bengaluru,1,3,58,1,46,11,3172
16753,KSRTC,11-09-20,Chikballapur,Gulbarga,2,6,55,2,44,11,3370
18416,KSRTC,11-09-20,Bengaluru,Bengaluru,3,8,58,6,46,11,4078
18755,KSRTC,11-09-20,Chamarajanagar,Raichur,5,10,56,7,44,11,3347
19009,KSRTC,11-09-20,Shivamogga,Gulbarga,3,3,58,8,46,11,3933
23078,KSRTC,11-09-20,Chitradurga,Tumakuru,2,4,60,4,48,12,4435
24190,KSRTC,11-09-20,Tumakuru,Chitradurga,5,6,57,7,45,11,3343
25486,KSRTC,11-09-20,Davangere,Tumakuru,1,3,60,5,48,12,4001
25912,KSRTC,11-09-20,Gadag,Tumakuru,4,9,58,7,46,11,3209
26095,KSRTC,11-09-20,Belagavi,Bengaluru,2,7,55,3,44,11,4306
27552,KSRTC,11-09-20,Bagalkot,Gadag,5,10,58,4,46,11,3498
29158,KSRTC,11-09-20,Haveri,Bidar,5,8,60,2,48,12,3245
29172,KSRTC,11-09-20,Ballari,Yadgir,3,4,56,8,44,11,3193
31974,KSRTC,11-09-20,Udupi,Bagalkot,3,8,55,8,44,11,4046
32430,KSRTC,11-09-20,Karwar,Haveri,3,3,60,5,48,12,4357
38649,KSRTC,11-09-20,Chitradurga,Kodagu,2,5,60,3,48,12,3397
40873,KSRTC,11-09-20,Karwar,Tumakuru,5,1,59,3,47,11,4152
42611,KSRTC,11-09-20,DakshinaKannada,Kodagu,1,3,59,1,47,11,4404
42847,KSRTC,11-09-20,Udupi,Raichur,3,3,60,3,48,12,3658
45677,KSRTC,11-09-20,Karwar,Bagalkot,3,10,60,4,48,12,4064
51585,KSRTC,11-09-20,Bijapur,Ramanagara,4,5,59,5,47,11,4111
52676,KSRTC,11-09-20,Mysuru,Hassan,1,10,56,4,44,11,4042
53295,KSRTC,11-09-20,Bijapur,Kolar,1,5,59,5,47,11,3375
54415,KSRTC,11-09-20,Karwar,Shivamogga,4,6,57,2,45,11,3541
55341,KSRTC,11-09-20,Bidar,Bagalkot,1,10,59,2,47,11,3839
58456,KSRTC,11-09-20,Chikballapur,Tumakuru,3,9,55,1,44,11,3824
59910,KSRTC,11-09-20,Yadgir,Kolar,5,5,57,2,45,11,4181
63884,KSRTC,11-09-20,Belagavi,Chamarajanagar,3,1,58,8,46,11,4213
65427,KSRTC,11-09-20,Raichur,DakshinaKannada,3,5,56,5,44,11,3422
69532,KSRTC,11-09-20,Gadag,Bengaluru,3,3,56,6,44,11,4087
70347,KSRTC,11-09-20,Yadgir,Davangere,2,3,59,4,47,11,3701
71380,KSRTC,11-09-20,Chitradurga,Hassan,4,10,59,1,47,11,4028
73969,KSRTC,11-09-20,Ramanagara,Koppal,3,4,58,4,46,11,3926
76207,KSRTC,11-09-20,Chitradurga,Mysuru,3,10,58,7,46,11,3046
81403,KSRTC,11-09-20,Ramanagara,Bengaluru,2,4,55,7,44,11,4137
84479,KSRTC,11-09-20,Bagalkot,Dharwad,4,8,58,6,46,11,4276
84890,KSRTC,11-09-20,Bengaluru,Chikballapur,4,10,58,8,46,11,4283
85044,KSRTC,11-09-20,Bengaluru,Raichur,3,4,55,6,44,11,3016
417,KSRTC,12-09-20,Bengaluru,Ballari,4,6,58,2,46,11,3580
2994,KSRTC,12-09-20,Gulbarga,Chikballapur,4,4,56,6,44,11,3616
6334,KSRTC,12-09-20,Shivamogga,DakshinaKannada,3,3,56,4,44,11,3514
8502,KSRTC,12-09-20,Karwar,Haveri,3,1,55,1,44,11,3213
9452,KSRTC,12-09-20,Karwar,Chikballapur,2,10,56,4,44,11,4202
11119,KSRTC,12-09-20,Tumakuru,Bidar,5,2,58,7,46,11,4455
13308,KSRTC,12-09-20,Bagalkot,Chikkamagaluru,1,3,60,3,48,12,3696
22685,KSRTC,12-09-20,Chikkamagaluru,Kolar,3,5,60,2,48,12,4010
22837,KSRTC,12-09-20,Mandya,Ballari,4,6,60,2,48,12,3317
24178,KSRTC,12-09-20,Bengaluru,Gadag,5,3,58,8,46,11,3132
26442,KSRTC,12-09-20,Mandya,Belagavi,5,6,57,3,45,11,4282
26737,KSRTC,12-09-20,Bijapur,Mysuru,5,7,59,6,47,11,3162
28444,KSRTC,12-09-20,Bengaluru,Gadag,2,8,56,2,44,11,3372
28774,KSRTC,12-09-20,Ballari,Mysuru,1,1,55,6,44,11,4038
33479,KSRTC,12-09-20,Chikkamagaluru,Bengaluru,5,8,56,6,44,11,4416
37133,KSRTC,12-09-20,Bengaluru,Bengaluru,1,8,60,4,48,12,4172
38360,KSRTC,12-09-20,Dharwad,Tumakuru,5,9,57,6,45,11,3032
44784,KSRTC,12-09-20,Chikballapur,Bengaluru,4,2,60,3,48,12,3973
46700,KSRTC,12-09-20,Hassan,Hassan,2,3,60,8,48,12,3854
47479,KSRTC,12-09-20,Kolar,DakshinaKannada,3,2,60,5,48,12,3201
49372,KSRTC,12-09-20,Mysuru,Chamarajanagar,1,8,56,7,44,11,4062
49516,KSRTC,12-09-20,Chikkamagaluru,Tumakuru,1,1,57,7,45,11,4437
50442,KSRTC,12-09-20,Hassan,Koppal,5,9,60,6,48,12,3567
53010,KSRTC,12-09-20,Koppal,Mandya,2,2,58,5,46,11,3414
53467,KSRTC,12-09-20,Kodagu,Davangere,3,5,60,7,48,12,3102
54245,KSRTC,12-09-20,Bagalkot,DakshinaKannada,3,5,56,8,44,11,3038
56796,KSRTC,12-09-20,Hassan,Kodagu,3,2,57,8,45,11,3423
58962,KSRTC,12-09-20,Mandya,Karwar,1,5,59,3,47,11,4492
59784,KSRTC,12-09-20,Hassan,Chikballapur,2,6,60,3,48,12,3784
61127,KSRTC,12-09-20,Gulbarga,Bengaluru,4,8,56,7,44,11,3588
62111,KSRTC,12-09-20,Bagalkot,Belagavi,2,5,59,8,47,11,4489
62376,KSRTC,12-09-20,Hassan,Shivamogga,2,6,55,3,44,11,3017
64650,KSRTC,12-09-20,Chitradurga,Belagavi,1,9,60,6,48,12,3971
65491,KSRTC,12-09-20,Karwar,Mysuru,2,5,59,8,47,11,4283
65704,KSRTC,12-09-20,Chikballapur,Chikballapur,3,1,56,2,44,11,3309
65729,KSRTC,12-09-20,Dharwad,Shivamogga,3,7,57,2,45,11,4137
67686,KSRTC,12-09-20,Ramanagara,Bidar,4,2,59,1,47,11,4155
68096,KSRTC,12-09-20,Mandya,Davangere,5,6,58,2,46,11,4381
70354,KSRTC,12-09-20,Davangere,Tumakuru,4,4,60,3,48,12,3668
70362,KSRTC,12-09-20,Bijapur,Bijapur,1,1,58,3,46,11,3928
